,0
38472,PSMC4
38473,PSMC5
38474,PSMC6
38475,PSMC6P1
38476,PSMC6P2
38477,PSMC6P3
38478,PSMD1
38479,PSMD10
38480,PSMD10P1
38481,PSMD10P2
38482,PSMD10P3
38483,PSMD11
38484,PSMD12
38485,PSMD12P
38486,PSMD13
38487,PSMD14
38488,PSMD2
38489,PSMD2P1
38490,PSMD3
38491,PSMD4
38492,PSMD4P1
38493,PSMD5
38494,PSMD5-AS1
38495,PSMD6
38496,PSMD6-AS2
38497,PSMD7
38498,PSMD7P1
38499,PSMD8
38500,PSMD8P1
38501,PSMD9
38502,PSME1
38503,PSME2
38504,PSME2P1
38505,PSME2P2
38506,PSME2P3
38507,PSME2P4
38508,PSME2P5
38509,PSME2P6
38510,PSME3
38511,PSME4
38512,PSMF1
38513,PSMG1
38514,PSMG2
38515,PSMG3
38516,PSMG3-AS1
38517,PSMG4
38518,PSORS1C1
38519,PSORS1C2
38520,PSORS1C3
38521,PSPC1
38522,PSPC1P1
38523,PSPC1P2
38524,PSPH
38525,PSPHP1
38526,PSPN
38527,PSRC1
38528,PSTK
38529,PSTPIP1
38530,PSTPIP2
38531,PTAFR
38532,PTAR1
38533,PTBP1
38534,PTBP1P
38535,PTBP2
38536,PTBP3
38537,PTCD1
38538,PTCD2
38539,PTCD2P1
38540,PTCD2P2
38541,PTCD3
38542,PTCH1
38543,PTCH2
38544,PTCHD1
38545,PTCHD1-AS
38546,PTCHD2
38547,PTCHD3
38548,PTCHD3P1
38549,PTCHD3P2
38550,PTCHD3P3
38551,PTCHD4
38552,PTCRA
38553,PTCSC2
38554,PTCSC3
38555,PTDSS1
38556,PTDSS2
38557,PTEN
38558,PTENP1
38559,PTENP1-AS
38560,PTER
38561,PTF1A
38562,PTGDR
38563,PTGDR2
38564,PTGDS
38565,PTGER1
38566,PTGER2
38567,PTGER3
38568,PTGER4
38569,PTGER4P1
38570,PTGER4P2-CDK2AP2P2
38571,PTGER4P3
38572,PTGES
38573,PTGES2
38574,PTGES2-AS1
38575,PTGES3
38576,PTGES3L
38577,PTGES3L-AARSD1
38578,PTGES3P1
38579,PTGES3P3
38580,PTGFR
38581,PTGFRN
38582,PTGIR
38583,PTGIS
38584,PTGR1
38585,PTGR2
38586,PTGS1
38587,PTGS2
38588,PTH
38589,PTH1R
38590,PTH2
38591,PTH2R
38592,PTHLH
38593,PTK2
38594,PTK2B
38595,PTK6
38596,PTK7
38597,PTMA
38598,PTMAP1
38599,PTMAP2
38600,PTMAP3
38601,PTMAP4
38602,PTMAP5
38603,PTMAP6
38604,PTMAP7
38605,PTMAP8
38606,PTMS
38607,PTN
38608,PTOV1
38609,PTOV1-AS1
38610,PTOV1-AS2
38611,PTP4A1
38612,PTP4A1P1
38613,PTP4A1P2
38614,PTP4A1P3
38615,PTP4A1P4
38616,PTP4A1P5
38617,PTP4A1P6
38618,PTP4A1P7
38619,PTP4A2
38620,PTP4A2P1
38621,PTP4A2P2
38622,PTP4A3
38623,PTPDC1
38624,PTPMT1
38625,PTPN1
38626,PTPN11
38627,PTPN12
38628,PTPN13
38629,PTPN14
38630,PTPN18
38631,PTPN2
38632,PTPN20
38633,PTPN20CP
38634,PTPN21
38635,PTPN22
38636,PTPN23
38637,PTPN2P1
38638,PTPN2P2
38639,PTPN3
38640,PTPN4
38641,PTPN5
38642,PTPN6
38643,PTPN7
38644,PTPN9
38645,PTPRA
38646,PTPRB
38647,PTPRC
38648,PTPRCAP
38649,PTPRD
38650,PTPRD-AS1
38651,PTPRD-AS2
38652,PTPRE
38653,PTPRF
38654,PTPRG
38655,PTPRG-AS1
38656,PTPRH
38657,PTPRJ
38658,PTPRK
38659,PTPRM
38660,PTPRN
38661,PTPRN2
38662,PTPRO
38663,PTPRQ
38664,PTPRR
38665,PTPRS
38666,PTPRT
38667,PTPRU
38668,PTPRVP
38669,PTPRZ1
38670,PTRF
38671,PTRH1
38672,PTRH2
38673,PTRHD1
38674,PTS
38675,PTS-P1
38676,PTTG1
38677,PTTG1IP
38678,PTTG2
38679,PTTG3P
38680,PTTG4P
38681,PTX3
38682,PTX4
38683,PUF60
38684,PUM1
38685,PUM2
38686,PURA
38687,PURB
38688,PURG
38689,PUS1
38690,PUS10
38691,PUS3
38692,PUS7
38693,PUS7L
38694,PUS7P1
38695,PUSL1
38696,PVALB
38697,PVR
38698,PVRIG
38699,PVRIG2P
38700,PVRL1
38701,PVRL2
38702,PVRL3
38703,PVRL3-AS1
38704,PVRL4
38705,PVT1
38706,PWAR1
38707,PWAR4
38708,PWAR5
38709,PWARSN
38710,PWP1
38711,PWP2
38712,PWRN1
38713,PWRN2
38714,PWRN3
38715,PWWP2A
38716,PWWP2AP1
38717,PWWP2B
38718,PXDC1
38719,PXDN
38720,PXDNL
38721,PXK
38722,PXMP2
38723,PXMP4
38724,PXN
38725,PXN-AS1
38726,PXT1
38727,PXYLP1
38728,PYCARD
38729,PYCARD-AS1
38730,PYCR1
38731,PYCR2
38732,PYCRL
38733,PYDC1
38734,PYDC2
38735,PYGB
38736,PYGL
38737,PYGM
38738,PYGO1
38739,PYGO2
38740,PYHIN1
38741,PYROXD1
38742,PYROXD2
38743,PYURF
38744,PYY
38745,PYY2
38746,PYY3
38747,PZP
38748,QARS
38749,QDPR
38750,QKI
38751,QPCT
38752,QPCTL
38753,QPRT
38754,QRFP
38755,QRFPR
38756,QRICH1
38757,QRICH2
38758,QRSL1
38759,QRSL1P1
38760,QRSL1P2
38761,QRSL1P3
38762,QSER1
38763,QSOX1
38764,QSOX2
38765,QTRT1
38766,QTRT1P1
38767,QTRTD1
38768,R3HCC1
38769,R3HCC1L
38770,R3HDM1
38771,R3HDM2
38772,R3HDM2P1
38773,R3HDM2P2
38774,R3HDM4
38775,R3HDML
38776,RAB10
38777,RAB11A
38778,RAB11AP1
38779,RAB11B
38780,RAB11B-AS1
38781,RAB11FIP1
38782,RAB11FIP1P1
38783,RAB11FIP2
38784,RAB11FIP3
38785,RAB11FIP4
38786,RAB11FIP5
38787,RAB12
38788,RAB13
38789,RAB14
38790,RAB15
38791,RAB17
38792,RAB18
38793,RAB19
38794,RAB1A
38795,RAB1B
38796,RAB1C
38797,RAB20
38798,RAB21
38799,RAB22A
38800,RAB23
38801,RAB24
38802,RAB25
38803,RAB26
38804,RAB27A
38805,RAB27B
38806,RAB28
38807,RAB28P1
38808,RAB28P3
38809,RAB29
38810,RAB2A
38811,RAB2B
38812,RAB30
38813,RAB30-AS1
38814,RAB31
38815,RAB32
38816,RAB33A
38817,RAB33B
38818,RAB34
38819,RAB35
38820,RAB36
38821,RAB37
38822,RAB38
38823,RAB39A
38824,RAB39B
38825,RAB3A
38826,RAB3B
38827,RAB3C
38828,RAB3D
38829,RAB3GAP1
38830,RAB3GAP2
38831,RAB3IL1
38832,RAB3IP
38833,RAB40A
38834,RAB40AL
38835,RAB40B
38836,RAB40C
38837,RAB41
38838,RAB42
38839,RAB42P1
38840,RAB43
38841,RAB43P1
38842,RAB44
38843,RAB4A
38844,RAB4B
38845,RAB4B-EGLN2
38846,RAB5A
38847,RAB5B
38848,RAB5C
38849,RAB5CP1
38850,RAB5CP2
38851,RAB6A
38852,RAB6B
38853,RAB6C
38854,RAB6C-AS1
38855,RAB7A
38856,RAB7B
38857,RAB8A
38858,RAB8B
38859,RAB9A
38860,RAB9AP1
38861,RAB9AP2
38862,RAB9AP3
38863,RAB9AP4
38864,RAB9AP5
38865,RAB9B
38866,RAB9BP1
38867,RABAC1
38868,RABEP1
38869,RABEP2
38870,RABEPK
38871,RABEPKP1
38872,RABGAP1
38873,RABGAP1L
38874,RABGEF1
38875,RABGGTA
38876,RABGGTB
38877,RABIF
38878,RABL2A
38879,RABL2B
38880,RABL3
38881,RABL6
38882,RAC1
38883,RAC1P1
38884,RAC1P2
38885,RAC1P3
38886,RAC1P4
38887,RAC1P5
38888,RAC1P6
38889,RAC1P7
38890,RAC1P8
38891,RAC1P9
38892,RAC2
38893,RAC3
38894,RACGAP1
38895,RACGAP1P
38896,RAD1
38897,RAD17
38898,RAD17P1
38899,RAD17P2
38900,RAD18
38901,RAD1P1
38902,RAD1P2
38903,RAD21
38904,RAD21-AS1
38905,RAD21L1
38906,RAD23A
38907,RAD23B
38908,RAD23BLP
38909,RAD23BP1
38910,RAD23BP2
38911,RAD50
38912,RAD51
38913,RAD51-AS1
38914,RAD51AP1
38915,RAD51AP1P1
38916,RAD51AP2
38917,RAD51B
38918,RAD51C
38919,RAD51D
38920,RAD51L3-RFFL
38921,RAD52
38922,RAD54B
38923,RAD54L
38924,RAD54L2
38925,RAD9A
38926,RAD9B
38927,RADIL
38928,RAE1
38929,RAET1E
38930,RAET1E-AS1
38931,RAET1F
38932,RAET1G
38933,RAET1K
38934,RAET1L
38935,RAET1M
38936,RAF1
38937,RAF1P1
38938,RAG1
38939,RAG2
38940,RAI1
38941,RAI1-AS1
38942,RAI14
38943,RAI2
38944,RALA
38945,RALB
38946,RALBP1
38947,RALGAPA1
38948,RALGAPA1P
38949,RALGAPA2
38950,RALGAPB
38951,RALGDS
38952,RALGPS1
38953,RALGPS2
38954,RALY
38955,RALY-AS1
38956,RALYL
38957,RAMP1
38958,RAMP2
38959,RAMP2-AS1
38960,RAMP3
38961,RAN
38962,RANBP1
38963,RANBP10
38964,RANBP17
38965,RANBP2
38966,RANBP20P
38967,RANBP3
38968,RANBP3L
38969,RANBP6
38970,RANBP9
38971,RANGAP1
38972,RANGRF
38973,RANP1
38974,RANP2
38975,RANP3
38976,RANP4
38977,RANP5
38978,RANP6
38979,RANP7
38980,RANP8
38981,RANP9
38982,RAP1A
38983,RAP1AP
38984,RAP1B
38985,RAP1BL
38986,RAP1BP1
38987,RAP1BP2
38988,RAP1BP3
38989,RAP1GAP
38990,RAP1GAP2
38991,RAP1GDS1
38992,RAP2A
38993,RAP2B
38994,RAP2C
38995,RAP2C-AS1
38996,RAPGEF1
38997,RAPGEF2
38998,RAPGEF3
38999,RAPGEF4
39000,RAPGEF4-AS1
39001,RAPGEF5
39002,RAPGEF6
39003,RAPGEFL1
39004,RAPH1
39005,RAPSN
39006,RARA
39007,RARA-AS1
39008,RARB
39009,RARG
39010,RARRES1
39011,RARRES2
39012,RARRES2P1
39013,RARRES2P2
39014,RARRES2P4
39015,RARRES2P8
39016,RARRES3
39017,RARS
39018,RARS2
39019,RARSP1
39020,RASA1
39021,RASA2
39022,RASA3
39023,RASA4
39024,RASA4B
39025,RASA4CP
39026,RASA4DP
39027,RASAL1
39028,RASAL2
39029,RASAL2-AS1
39030,RASAL3
39031,RASD1
39032,RASD2
39033,RASEF
39034,RASGEF1A
39035,RASGEF1B
39036,RASGEF1C
39037,RASGRF1
39038,RASGRF2
39039,RASGRF2-AS1
39040,RASGRP1
39041,RASGRP2
39042,RASGRP3
39043,RASGRP4
39044,RASIP1
39045,RASL10A
39046,RASL10B
39047,RASL11A
39048,RASL11B
39049,RASL12
39050,RASSF1
39051,RASSF1-AS1
39052,RASSF10
39053,RASSF2
39054,RASSF3
39055,RASSF4
39056,RASSF5
39057,RASSF6
39058,RASSF7
39059,RASSF8
39060,RASSF8-AS1
39061,RASSF9
39062,RAVER1
39063,RAVER2
39064,RAX
39065,RAX2
39066,RB1
39067,RB1CC1
39068,RBAK
39069,RBAK-RBAKDN
39070,RBAKDN
39071,RBBP4
39072,RBBP4P1
39073,RBBP4P2
39074,RBBP4P3
39075,RBBP4P4
39076,RBBP4P5
39077,RBBP4P6
39078,RBBP5
39079,RBBP6
39080,RBBP6P1
39081,RBBP7
39082,RBBP8
39083,RBBP8NL
39084,RBBP8P1
39085,RBBP8P2
39086,RBBP9
39087,RBCK1
39088,RBFA
39089,RBFADN
39090,RBFOX1
39091,RBFOX2
39092,RBFOX3
39093,RBKS
39094,RBL1
39095,RBL2
39096,RBM10
39097,RBM11
39098,RBM11P1
39099,RBM12
39100,RBM12B
39101,RBM12B-AS1
39102,RBM14
39103,RBM14-RBM4
39104,RBM15
39105,RBM15B
39106,RBM17
39107,RBM17P1
39108,RBM17P2
39109,RBM17P3
39110,RBM17P4
39111,RBM18
39112,RBM19
39113,RBM20
39114,RBM22
39115,RBM22P1
39116,RBM22P11
39117,RBM22P12
39118,RBM22P13
39119,RBM22P2
39120,RBM22P3
39121,RBM22P4
39122,RBM22P5
39123,RBM22P6
39124,RBM23
39125,RBM24
39126,RBM25
39127,RBM26
39128,RBM26-AS1
39129,RBM27
39130,RBM28
39131,RBM3
39132,RBM33
39133,RBM34
39134,RBM38
39135,RBM39
39136,RBM4
39137,RBM41
39138,RBM42
39139,RBM43
39140,RBM43P1
39141,RBM44
39142,RBM45
39143,RBM46
39144,RBM47
39145,RBM48
39146,RBM48P1
39147,RBM4B
39148,RBM5
39149,RBM5-AS1
39150,RBM6
39151,RBM7
39152,RBM8A
39153,RBM8B
39154,RBMS1
39155,RBMS1P1
39156,RBMS2
39157,RBMS2P1
39158,RBMS3
39159,RBMS3-AS1
39160,RBMS3-AS2
39161,RBMS3-AS3
39162,RBMX
39163,RBMX2
39164,RBMX2P1
39165,RBMX2P2
39166,RBMX2P3
39167,RBMX2P4
39168,RBMX2P5
39169,RBMXL1
39170,RBMXL2
39171,RBMXL3
39172,RBMXP1
39173,RBMXP2
39174,RBMXP3
39175,RBMXP4
39176,RBMY1A1
39177,RBMY1A3P
39178,RBMY1B
39179,RBMY1D
39180,RBMY1E
39181,RBMY1F
39182,RBMY1GP
39183,RBMY1HP
39184,RBMY1J
39185,RBMY1KP
39186,RBMY2AP
39187,RBMY2BP
39188,RBMY2CP
39189,RBMY2DP
39190,RBMY2EP
39191,RBMY2FP
39192,RBMY2GP
39193,RBMY2HP
39194,RBMY2JP
39195,RBMY2KP
39196,RBMY2MP
39197,RBMY2NP
39198,RBMY2OP
39199,RBMY2QP
39200,RBMY2SP
39201,RBMY2TP
39202,RBMY2UP
39203,RBMY2VP
39204,RBMY2WP
39205,RBMY2XP
39206,RBMY2YP
39207,RBMY3AP
39208,RBP1
39209,RBP2
39210,RBP3
39211,RBP4
39212,RBP5
39213,RBP7
39214,RBPJ
39215,RBPJL
39216,RBPJP2
39217,RBPJP5
39218,RBPJP6
39219,RBPJP7
39220,RBPMS
39221,RBPMS-AS1
39222,RBPMS2
39223,RBPMS2P1
39224,RBPMSLP
39225,RBSN
39226,RBX1
39227,RC3H1
39228,RC3H2
39229,RCAN1
39230,RCAN2
39231,RCAN3
39232,RCAN3AS
39233,RCBTB1
39234,RCBTB2
39235,RCBTB2P1
39236,RCC1
39237,RCC2
39238,RCC2P1
39239,RCC2P2
39240,RCC2P3
39241,RCC2P4
39242,RCC2P5
39243,RCC2P6
39244,RCC2P7
39245,RCC2P8
39246,RCCD1
39247,RCE1
39248,RCHY1
39249,RCL1
39250,RCN1
39251,RCN1P1
39252,RCN1P2
39253,RCN2
39254,RCN3
39255,RCOR1
39256,RCOR2
39257,RCOR3
39258,RCSD1
39259,RCVRN
39260,RD3
39261,RD3L
39262,RDH10
39263,RDH11
39264,RDH12
39265,RDH13
39266,RDH14
39267,RDH16
39268,RDH5
39269,RDH8
39270,RDM1
39271,RDX
39272,RDXP1
39273,RDXP2
39274,REC114
39275,REC8
39276,RECK
39277,RECQL
39278,RECQL4
39279,RECQL5
39280,REEP1
39281,REEP2
39282,REEP3
39283,REEP4
39284,REEP5
39285,REEP6
39286,REG1A
39287,REG1B
39288,REG1P
39289,REG3A
39290,REG3G
39291,REG4
39292,REL
39293,RELA
39294,RELB
39295,RELL1
39296,RELL2
39297,RELN
39298,RELT
39299,REM1
39300,REM2
39301,REN
39302,RENBP
39303,REP15
39304,REPIN1
39305,REPS1
39306,REPS2
39307,RER1
39308,RERE
39309,REREP3
39310,RERG
39311,RERG-AS1
39312,RERGL
39313,RESP18
39314,REST
39315,RET
39316,RETN
39317,RETNLB
39318,RETSAT
39319,REV1
39320,REV3L
39321,REXO1
39322,REXO1L10P
39323,REXO1L11P
39324,REXO1L12P
39325,REXO1L1P
39326,REXO1L2P
39327,REXO1L3P
39328,REXO1L4P
39329,REXO1L5P
39330,REXO1L6P
39331,REXO1L8P
39332,REXO1L9P
39333,REXO2
39334,REXO4
39335,RFC1
39336,RFC2
39337,RFC3
39338,RFC3P1
39339,RFC4
39340,RFC5
39341,RFC5P1
39342,RFESD
39343,RFESDP1
39344,RFFL
39345,RFK
39346,RFKP1
39347,RFKP2
39348,RFNG
39349,RFPL1
39350,RFPL1S
39351,RFPL2
39352,RFPL3
39353,RFPL3S
39354,RFPL4A
39355,RFPL4AL1
39356,RFPL4AP1
39357,RFPL4AP2
39358,RFPL4AP4
39359,RFPL4AP5
39360,RFPL4AP6
39361,RFPL4AP7
39362,RFPL4B
39363,RFT1
39364,RFTN1
39365,RFTN1P1
39366,RFTN2
39367,RFWD2
39368,RFWD2P1
39369,RFWD3
39370,RFX1
39371,RFX2
39372,RFX3
39373,RFX3-AS1
39374,RFX4
39375,RFX5
39376,RFX6
39377,RFX7
39378,RFX8
39379,RFXANK
39380,RFXAP
39381,RGAG1
39382,RGAG4
39383,RGCC
39384,RGL1
39385,RGL2
39386,RGL3
39387,RGL4
39388,RGMA
39389,RGMB
39390,RGMB-AS1
39391,RGN
39392,RGP1
39393,RGPD1
39394,RGPD2
39395,RGPD3
39396,RGPD4
39397,RGPD4-AS1
39398,RGPD5
39399,RGPD6
39400,RGPD8
39401,RGR
39402,RGS1
39403,RGS10
39404,RGS11
39405,RGS12
39406,RGS13
39407,RGS14
39408,RGS16
39409,RGS17
39410,RGS17P1
39411,RGS18
39412,RGS19
39413,RGS2
39414,RGS20
39415,RGS21
39416,RGS22
39417,RGS3
39418,RGS4
39419,RGS5
39420,RGS6
39421,RGS7
39422,RGS7BP
39423,RGS8
39424,RGS9
39425,RGS9BP
39426,RGSL1
39427,RHAG
39428,RHBDD1
39429,RHBDD2
39430,RHBDD3
39431,RHBDF1
39432,RHBDF1P1
39433,RHBDF2
39434,RHBDL1
39435,RHBDL2
39436,RHBDL3
39437,RHBG
39438,RHCE
39439,RHCG
39440,RHD
39441,RHEB
39442,RHEBL1
39443,RHEBP1
39444,RHEBP3
39445,RHNO1
39446,RHO
39447,RHOA
39448,RHOB
39449,RHOBTB1
39450,RHOBTB2
39451,RHOBTB3
39452,RHOC
39453,RHOD
39454,RHOF
39455,RHOG
39456,RHOH
39457,RHOJ
39458,RHOQ
39459,RHOQP1
39460,RHOQP2
39461,RHOQP3
39462,RHOT1
39463,RHOT1P1
39464,RHOT1P2
39465,RHOT1P3
39466,RHOT2
39467,RHOU
39468,RHOV
39469,RHOXF1
39470,RHOXF2
39471,RHOXF2B
39472,RHPN1
39473,RHPN1-AS1
39474,RHPN2
39475,RHPN2P1
39476,RIBC1
39477,RIBC2
39478,RIC1
39479,RIC3
39480,RIC8A
39481,RIC8B
39482,RICTOR
39483,RIF1
39484,RIIAD1
39485,RILP
39486,RILPL1
39487,RILPL2
39488,RIMBP2
39489,RIMBP3
39490,RIMBP3B
39491,RIMBP3C
39492,RIMKLA
39493,RIMKLB
39494,RIMKLBP1
39495,RIMKLBP2
39496,RIMS1
39497,RIMS2
39498,RIMS3
39499,RIMS4
39500,RIN1
39501,RIN2
39502,RIN3
39503,RING1
39504,RINL
39505,RINT1
39506,RIOK1
39507,RIOK2
39508,RIOK3
39509,RIOK3P1
39510,RIPK1
39511,RIPK2
39512,RIPK3
39513,RIPK4
39514,RIPPLY1
39515,RIPPLY2
39516,RIPPLY3
39517,RIPPLY3P1
39518,RIT1
39519,RIT2
39520,RITA1
39521,RLBP1
39522,RLF
39523,RLFP1
39524,RLIM
39525,RLIMP1
39526,RLIMP2
39527,RLIMP3
39528,RLN1
39529,RLN2
39530,RLN3
39531,RLTPR
39532,RMDN1
39533,RMDN2
39534,RMDN2-AS1
39535,RMDN3
39536,RMI1
39537,RMI2
39538,RMND1
39539,RMND5A
39540,RMND5B
39541,RMRP
39542,RMST
39543,RN7SK
39544,RN7SKP1
39545,RN7SKP10
39546,RN7SKP2
39547,RN7SKP3
39548,RN7SKP4
39549,RN7SKP5
39550,RN7SKP6
39551,RN7SKP7
39552,RN7SKP8
39553,RN7SKP9
39554,RN7SL1
39555,RN7SL2
39556,RN7SL3
39557,RN7SL4P
39558,RN7SL5P
39559,RN7SL6P
39560,RN7SL7P
39561,RN7SL8P
39562,RNA18SP2
39563,RNA5-8SP2
39564,RNA5-8SP3
39565,RNA5-8SP4
39566,RNA5-8SP5
39567,RNA5-8SP6
39568,RNA5-8SP7
39569,RNA5S1
39570,RNA5S10
39571,RNA5S11
39572,RNA5S12
39573,RNA5S13
39574,RNA5S14
39575,RNA5S15
39576,RNA5S16
39577,RNA5S17
39578,RNA5S2
39579,RNA5S3
39580,RNA5S4
39581,RNA5S5
39582,RNA5S6
39583,RNA5S7
39584,RNA5S8
39585,RNA5S9
39586,RNA5SP101
39587,RNA5SP102
39588,RNA5SP103
39589,RNA5SP104
39590,RNA5SP105
39591,RNA5SP107
39592,RNA5SP108
39593,RNA5SP109
39594,RNA5SP110
39595,RNA5SP111
39596,RNA5SP112
39597,RNA5SP113
39598,RNA5SP114
39599,RNA5SP115
39600,RNA5SP116
39601,RNA5SP117
39602,RNA5SP118
39603,RNA5SP119
39604,RNA5SP120
39605,RNA5SP121
39606,RNA5SP122
39607,RNA5SP123
39608,RNA5SP124
39609,RNA5SP125
39610,RNA5SP126
39611,RNA5SP127
39612,RNA5SP128
39613,RNA5SP129
39614,RNA5SP131
39615,RNA5SP132
39616,RNA5SP133
39617,RNA5SP135
39618,RNA5SP136
39619,RNA5SP137
39620,RNA5SP138
39621,RNA5SP139
39622,RNA5SP141
39623,RNA5SP142
39624,RNA5SP143
39625,RNA5SP144
39626,RNA5SP145
39627,RNA5SP146
39628,RNA5SP147
39629,RNA5SP148
39630,RNA5SP150
39631,RNA5SP151
39632,RNA5SP152
39633,RNA5SP153
39634,RNA5SP154
39635,RNA5SP155
39636,RNA5SP156
39637,RNA5SP157
39638,RNA5SP158
39639,RNA5SP159
39640,RNA5SP160
39641,RNA5SP162
39642,RNA5SP163
39643,RNA5SP164
39644,RNA5SP165
39645,RNA5SP166
39646,RNA5SP167
39647,RNA5SP168
39648,RNA5SP169
39649,RNA5SP170
39650,RNA5SP171
39651,RNA5SP173
39652,RNA5SP176
39653,RNA5SP177
39654,RNA5SP178
39655,RNA5SP179
39656,RNA5SP18
39657,RNA5SP180
39658,RNA5SP181
39659,RNA5SP182
39660,RNA5SP183
39661,RNA5SP184
39662,RNA5SP185
39663,RNA5SP186
39664,RNA5SP187
39665,RNA5SP188
39666,RNA5SP189
39667,RNA5SP19
39668,RNA5SP190
39669,RNA5SP191
39670,RNA5SP192
39671,RNA5SP193
39672,RNA5SP194
39673,RNA5SP195
39674,RNA5SP196
39675,RNA5SP197
39676,RNA5SP198
39677,RNA5SP20
39678,RNA5SP200
39679,RNA5SP201
39680,RNA5SP202
39681,RNA5SP203
39682,RNA5SP204
39683,RNA5SP205
39684,RNA5SP207
39685,RNA5SP208
39686,RNA5SP209
39687,RNA5SP21
39688,RNA5SP210
39689,RNA5SP211
39690,RNA5SP212
39691,RNA5SP213
39692,RNA5SP214
39693,RNA5SP215
39694,RNA5SP216
39695,RNA5SP217
39696,RNA5SP218
39697,RNA5SP219
39698,RNA5SP22
39699,RNA5SP220
39700,RNA5SP222
39701,RNA5SP223
39702,RNA5SP224
39703,RNA5SP225
39704,RNA5SP227
39705,RNA5SP228
39706,RNA5SP229
39707,RNA5SP23
39708,RNA5SP230
39709,RNA5SP231
39710,RNA5SP232
39711,RNA5SP233
39712,RNA5SP234
39713,RNA5SP235
39714,RNA5SP236
39715,RNA5SP237
39716,RNA5SP238
39717,RNA5SP239
39718,RNA5SP24
39719,RNA5SP240
39720,RNA5SP241
39721,RNA5SP242
39722,RNA5SP244
39723,RNA5SP245
39724,RNA5SP246
39725,RNA5SP247
39726,RNA5SP248
39727,RNA5SP249
39728,RNA5SP25
39729,RNA5SP250
39730,RNA5SP251
39731,RNA5SP252
39732,RNA5SP255
39733,RNA5SP256
39734,RNA5SP257
39735,RNA5SP258
39736,RNA5SP259
39737,RNA5SP260
39738,RNA5SP261
39739,RNA5SP262
39740,RNA5SP264
39741,RNA5SP265
39742,RNA5SP266
39743,RNA5SP267
39744,RNA5SP268
39745,RNA5SP269
39746,RNA5SP27
39747,RNA5SP270
39748,RNA5SP271
39749,RNA5SP272
39750,RNA5SP273
39751,RNA5SP274
39752,RNA5SP275
39753,RNA5SP276
39754,RNA5SP277
39755,RNA5SP278
39756,RNA5SP279
39757,RNA5SP28
39758,RNA5SP280
39759,RNA5SP281
39760,RNA5SP282
39761,RNA5SP283
39762,RNA5SP284
39763,RNA5SP285
39764,RNA5SP286
39765,RNA5SP287
39766,RNA5SP288
39767,RNA5SP289
39768,RNA5SP29
39769,RNA5SP290
39770,RNA5SP291
39771,RNA5SP292
39772,RNA5SP293
39773,RNA5SP294
39774,RNA5SP295
39775,RNA5SP296
39776,RNA5SP299
39777,RNA5SP30
39778,RNA5SP300
39779,RNA5SP301
39780,RNA5SP303
39781,RNA5SP304
39782,RNA5SP305
39783,RNA5SP306
39784,RNA5SP307
39785,RNA5SP308
39786,RNA5SP309
39787,RNA5SP31
39788,RNA5SP318
39789,RNA5SP319
39790,RNA5SP32
39791,RNA5SP320
39792,RNA5SP321
39793,RNA5SP322
39794,RNA5SP323
39795,RNA5SP324
39796,RNA5SP325
39797,RNA5SP326
39798,RNA5SP327
39799,RNA5SP328
39800,RNA5SP329
39801,RNA5SP33
39802,RNA5SP330
39803,RNA5SP331
39804,RNA5SP332
39805,RNA5SP336
39806,RNA5SP337
39807,RNA5SP338
39808,RNA5SP339
39809,RNA5SP34
39810,RNA5SP340
39811,RNA5SP341
39812,RNA5SP343
39813,RNA5SP344
39814,RNA5SP345
39815,RNA5SP346
39816,RNA5SP347
39817,RNA5SP348
39818,RNA5SP349
39819,RNA5SP35
39820,RNA5SP352
39821,RNA5SP353
39822,RNA5SP354
39823,RNA5SP356
39824,RNA5SP357
39825,RNA5SP358
39826,RNA5SP359
39827,RNA5SP36
39828,RNA5SP360
39829,RNA5SP361
39830,RNA5SP362
39831,RNA5SP363
39832,RNA5SP364
39833,RNA5SP365
39834,RNA5SP366
39835,RNA5SP367
39836,RNA5SP368
39837,RNA5SP369
39838,RNA5SP37
39839,RNA5SP371
39840,RNA5SP372
39841,RNA5SP373
39842,RNA5SP374
39843,RNA5SP375
39844,RNA5SP378
39845,RNA5SP379
39846,RNA5SP38
39847,RNA5SP380
39848,RNA5SP382
39849,RNA5SP383
39850,RNA5SP384
39851,RNA5SP385
39852,RNA5SP386
39853,RNA5SP388
39854,RNA5SP39
39855,RNA5SP390
39856,RNA5SP391
39857,RNA5SP392
39858,RNA5SP393
39859,RNA5SP394
39860,RNA5SP395
39861,RNA5SP396
39862,RNA5SP397
39863,RNA5SP398
39864,RNA5SP399
39865,RNA5SP40
39866,RNA5SP400
39867,RNA5SP401
39868,RNA5SP402
39869,RNA5SP404
39870,RNA5SP405
39871,RNA5SP406
39872,RNA5SP407
39873,RNA5SP408
39874,RNA5SP409
39875,RNA5SP41
39876,RNA5SP410
39877,RNA5SP411
39878,RNA5SP412
39879,RNA5SP413
39880,RNA5SP414
39881,RNA5SP415
39882,RNA5SP416
39883,RNA5SP417
39884,RNA5SP418
39885,RNA5SP419
39886,RNA5SP42
39887,RNA5SP420
39888,RNA5SP421
39889,RNA5SP422
39890,RNA5SP423
39891,RNA5SP424
39892,RNA5SP425
39893,RNA5SP426
39894,RNA5SP427
39895,RNA5SP428
39896,RNA5SP43
39897,RNA5SP430
39898,RNA5SP431
39899,RNA5SP432
39900,RNA5SP433
39901,RNA5SP434
39902,RNA5SP436
